id,c_codigopostal,c_estado,c_municipio,c_localidad
catalogos_codigo_postal61279,65456,NLE,,
catalogos_codigo_postal61280,65457,NLE,,
catalogos_codigo_postal61281,65458,NLE,,
catalogos_codigo_postal61282,65459,NLE,,
catalogos_codigo_postal61283,65460,NLE,,
catalogos_codigo_postal61284,65461,NLE,,
catalogos_codigo_postal61285,65462,NLE,,
catalogos_codigo_postal61286,65463,NLE,,
catalogos_codigo_postal61287,65464,NLE,,
catalogos_codigo_postal61288,65465,NLE,,
catalogos_codigo_postal61289,65466,NLE,,
catalogos_codigo_postal61290,65467,NLE,,
catalogos_codigo_postal61291,65468,NLE,,
catalogos_codigo_postal61292,65469,NLE,,
catalogos_codigo_postal61293,65470,NLE,,
catalogos_codigo_postal61294,65471,NLE,,
catalogos_codigo_postal61295,65472,NLE,,
catalogos_codigo_postal61296,65473,NLE,,
catalogos_codigo_postal61297,65474,NLE,,
catalogos_codigo_postal61298,65475,NLE,,
catalogos_codigo_postal61299,65476,NLE,,
catalogos_codigo_postal61300,65477,NLE,,
catalogos_codigo_postal61301,65478,NLE,,
catalogos_codigo_postal61302,65479,NLE,,
catalogos_codigo_postal61303,65480,NLE,40,
catalogos_codigo_postal61304,65481,NLE,,
catalogos_codigo_postal61305,65482,NLE,,
catalogos_codigo_postal61306,65483,NLE,,
catalogos_codigo_postal61307,65484,NLE,,
catalogos_codigo_postal61308,65485,NLE,,
catalogos_codigo_postal61309,65486,NLE,,
catalogos_codigo_postal61310,65487,NLE,,
catalogos_codigo_postal61311,65488,NLE,,
catalogos_codigo_postal61312,65489,NLE,,
catalogos_codigo_postal61313,65490,NLE,,
catalogos_codigo_postal61314,65491,NLE,,
catalogos_codigo_postal61315,65492,NLE,,
catalogos_codigo_postal61316,65493,NLE,,
catalogos_codigo_postal61317,65494,NLE,,
catalogos_codigo_postal61318,65495,NLE,,
catalogos_codigo_postal61319,65496,NLE,,
catalogos_codigo_postal61320,65497,NLE,,
catalogos_codigo_postal61321,65498,NLE,,
catalogos_codigo_postal61322,65499,NLE,,
catalogos_codigo_postal61323,65500,NLE,45,
catalogos_codigo_postal61324,65501,NLE,,
catalogos_codigo_postal61325,65502,NLE,,
catalogos_codigo_postal61326,65503,NLE,45,
catalogos_codigo_postal61327,65504,NLE,45,
catalogos_codigo_postal61328,65505,NLE,45,
catalogos_codigo_postal61329,65506,NLE,,
catalogos_codigo_postal61330,65507,NLE,,
catalogos_codigo_postal61331,65508,NLE,,
catalogos_codigo_postal61332,65509,NLE,,
catalogos_codigo_postal61333,65510,NLE,45,
catalogos_codigo_postal61334,65511,NLE,,
catalogos_codigo_postal61335,65512,NLE,,
catalogos_codigo_postal61336,65513,NLE,45,
catalogos_codigo_postal61337,65514,NLE,45,
catalogos_codigo_postal61338,65515,NLE,45,
catalogos_codigo_postal61339,65516,NLE,45,
catalogos_codigo_postal61340,65517,NLE,45,
catalogos_codigo_postal61341,65518,NLE,,
catalogos_codigo_postal61342,65519,NLE,,
catalogos_codigo_postal61343,65520,NLE,45,
catalogos_codigo_postal61344,65521,NLE,,
catalogos_codigo_postal61345,65522,NLE,,
catalogos_codigo_postal61346,65523,NLE,45,
catalogos_codigo_postal61347,65524,NLE,45,
catalogos_codigo_postal61348,65525,NLE,45,
catalogos_codigo_postal61349,65526,NLE,45,
catalogos_codigo_postal61350,65527,NLE,45,
catalogos_codigo_postal61351,65528,NLE,45,
catalogos_codigo_postal61352,65529,NLE,,
catalogos_codigo_postal61353,65530,NLE,45,
catalogos_codigo_postal61354,65531,NLE,,
catalogos_codigo_postal61355,65532,NLE,,
catalogos_codigo_postal61356,65533,NLE,45,
catalogos_codigo_postal61357,65534,NLE,45,
catalogos_codigo_postal61358,65535,NLE,45,
catalogos_codigo_postal61359,65536,NLE,45,
catalogos_codigo_postal61360,65537,NLE,45,
catalogos_codigo_postal61361,65538,NLE,,
catalogos_codigo_postal61362,65539,NLE,,
catalogos_codigo_postal61363,65540,NLE,,
catalogos_codigo_postal61364,65541,NLE,,
catalogos_codigo_postal61365,65542,NLE,,
catalogos_codigo_postal61366,65543,NLE,45,
catalogos_codigo_postal61367,65544,NLE,45,
catalogos_codigo_postal61368,65545,NLE,45,
catalogos_codigo_postal61369,65546,NLE,45,
catalogos_codigo_postal61370,65547,NLE,45,
catalogos_codigo_postal61371,65548,NLE,45,
catalogos_codigo_postal61372,65549,NLE,,
catalogos_codigo_postal61373,65550,NLE,12,12
catalogos_codigo_postal61374,65551,NLE,,
catalogos_codigo_postal61375,65552,NLE,,
catalogos_codigo_postal61376,65553,NLE,,
catalogos_codigo_postal61377,65554,NLE,12,12
catalogos_codigo_postal61378,65555,NLE,12,12
catalogos_codigo_postal61379,65556,NLE,12,12
catalogos_codigo_postal61380,65557,NLE,,
catalogos_codigo_postal61381,65558,NLE,12,12
catalogos_codigo_postal61382,65559,NLE,,
catalogos_codigo_postal61383,65560,NLE,12,12
catalogos_codigo_postal61384,65561,NLE,,
catalogos_codigo_postal61385,65562,NLE,12,12
catalogos_codigo_postal61386,65563,NLE,12,12
catalogos_codigo_postal61387,65564,NLE,12,12
catalogos_codigo_postal61388,65565,NLE,12,12
catalogos_codigo_postal61389,65566,NLE,,
catalogos_codigo_postal61390,65567,NLE,12,12
catalogos_codigo_postal61391,65568,NLE,,
catalogos_codigo_postal61392,65569,NLE,,
catalogos_codigo_postal61393,65570,NLE,,
catalogos_codigo_postal61394,65571,NLE,,
catalogos_codigo_postal61395,65572,NLE,,
catalogos_codigo_postal61396,65573,NLE,12,
catalogos_codigo_postal61397,65574,NLE,,
catalogos_codigo_postal61398,65575,NLE,,
catalogos_codigo_postal61399,65576,NLE,,
catalogos_codigo_postal61400,65577,NLE,,
catalogos_codigo_postal61401,65578,NLE,,
catalogos_codigo_postal61402,65579,NLE,,
catalogos_codigo_postal61403,65580,NLE,12,
catalogos_codigo_postal61404,65581,NLE,,
catalogos_codigo_postal61405,65582,NLE,,
catalogos_codigo_postal61406,65583,NLE,12,
catalogos_codigo_postal61407,65584,NLE,,
catalogos_codigo_postal61408,65585,NLE,,
catalogos_codigo_postal61409,65586,NLE,,
catalogos_codigo_postal61410,65587,NLE,,
catalogos_codigo_postal61411,65588,NLE,,
catalogos_codigo_postal61412,65589,NLE,,
catalogos_codigo_postal61413,65590,NLE,,
catalogos_codigo_postal61414,65591,NLE,,
catalogos_codigo_postal61415,65592,NLE,,
catalogos_codigo_postal61416,65593,NLE,,
catalogos_codigo_postal61417,65594,NLE,,
catalogos_codigo_postal61418,65595,NLE,,
catalogos_codigo_postal61419,65596,NLE,,
catalogos_codigo_postal61420,65597,NLE,,
catalogos_codigo_postal61421,65598,NLE,,
catalogos_codigo_postal61422,65599,NLE,,
catalogos_codigo_postal61423,65600,NLE,47,
catalogos_codigo_postal61424,65601,NLE,,
catalogos_codigo_postal61425,65602,NLE,,
catalogos_codigo_postal61426,65603,NLE,,
catalogos_codigo_postal61427,65604,NLE,,
catalogos_codigo_postal61428,65605,NLE,,
catalogos_codigo_postal61429,65606,NLE,,
catalogos_codigo_postal61430,65607,NLE,,
catalogos_codigo_postal61431,65608,NLE,,
catalogos_codigo_postal61432,65609,NLE,,
catalogos_codigo_postal61433,65610,NLE,,
catalogos_codigo_postal61434,65611,NLE,,
catalogos_codigo_postal61435,65612,NLE,,
catalogos_codigo_postal61436,65613,NLE,,
catalogos_codigo_postal61437,65614,NLE,,
catalogos_codigo_postal61438,65615,NLE,,
catalogos_codigo_postal61439,65616,NLE,,
catalogos_codigo_postal61440,65617,NLE,,
catalogos_codigo_postal61441,65618,NLE,,
catalogos_codigo_postal61442,65619,NLE,,
catalogos_codigo_postal61443,65620,NLE,,
catalogos_codigo_postal61444,65621,NLE,,
catalogos_codigo_postal61445,65622,NLE,,
catalogos_codigo_postal61446,65623,NLE,,
catalogos_codigo_postal61447,65624,NLE,,
catalogos_codigo_postal61448,65625,NLE,,
catalogos_codigo_postal61449,65626,NLE,,
catalogos_codigo_postal61450,65627,NLE,,
catalogos_codigo_postal61451,65628,NLE,,
catalogos_codigo_postal61452,65629,NLE,,
catalogos_codigo_postal61453,65630,NLE,,
catalogos_codigo_postal61454,65631,NLE,,
catalogos_codigo_postal61455,65632,NLE,,
catalogos_codigo_postal61456,65633,NLE,,
catalogos_codigo_postal61457,65634,NLE,,
catalogos_codigo_postal61458,65635,NLE,,
catalogos_codigo_postal61459,65636,NLE,,
catalogos_codigo_postal61460,65637,NLE,,
catalogos_codigo_postal61461,65638,NLE,,
catalogos_codigo_postal61462,65639,NLE,,
catalogos_codigo_postal61463,65640,NLE,,
catalogos_codigo_postal61464,65641,NLE,,
catalogos_codigo_postal61465,65642,NLE,,
catalogos_codigo_postal61466,65643,NLE,,
catalogos_codigo_postal61467,65644,NLE,,
catalogos_codigo_postal61468,65645,NLE,,
catalogos_codigo_postal61469,65646,NLE,,
catalogos_codigo_postal61470,65647,NLE,,
catalogos_codigo_postal61471,65648,NLE,,
catalogos_codigo_postal61472,65649,NLE,,
catalogos_codigo_postal61473,65650,NLE,1,
catalogos_codigo_postal61474,65651,NLE,,
catalogos_codigo_postal61475,65652,NLE,,
catalogos_codigo_postal61476,65653,NLE,1,
catalogos_codigo_postal61477,65654,NLE,1,
catalogos_codigo_postal61478,65655,NLE,,
catalogos_codigo_postal61479,65656,NLE,,
catalogos_codigo_postal61480,65657,NLE,,
catalogos_codigo_postal61481,65658,NLE,,
catalogos_codigo_postal61482,65659,NLE,,
catalogos_codigo_postal61483,65660,NLE,1,
catalogos_codigo_postal61484,65661,NLE,,
catalogos_codigo_postal61485,65662,NLE,,
catalogos_codigo_postal61486,65663,NLE,1,
catalogos_codigo_postal61487,65664,NLE,,
catalogos_codigo_postal61488,65665,NLE,,
catalogos_codigo_postal61489,65666,NLE,,
catalogos_codigo_postal61490,65667,NLE,,
catalogos_codigo_postal61491,65668,NLE,,
catalogos_codigo_postal61492,65669,NLE,,
catalogos_codigo_postal61493,65670,NLE,,
catalogos_codigo_postal61494,65671,NLE,,
catalogos_codigo_postal61495,65672,NLE,,
catalogos_codigo_postal61496,65673,NLE,,
catalogos_codigo_postal61497,65674,NLE,,
catalogos_codigo_postal61498,65675,NLE,,
catalogos_codigo_postal61499,65676,NLE,,
catalogos_codigo_postal61500,65677,NLE,,
catalogos_codigo_postal61501,65678,NLE,,
catalogos_codigo_postal61502,65679,NLE,,
catalogos_codigo_postal61503,65680,NLE,,
catalogos_codigo_postal61504,65681,NLE,,
catalogos_codigo_postal61505,65682,NLE,,
catalogos_codigo_postal61506,65683,NLE,,
catalogos_codigo_postal61507,65684,NLE,,
catalogos_codigo_postal61508,65685,NLE,,
catalogos_codigo_postal61509,65686,NLE,,
catalogos_codigo_postal61510,65687,NLE,,
catalogos_codigo_postal61511,65688,NLE,,
catalogos_codigo_postal61512,65689,NLE,,
catalogos_codigo_postal61513,65690,NLE,,
catalogos_codigo_postal61514,65691,NLE,,
catalogos_codigo_postal61515,65692,NLE,,
catalogos_codigo_postal61516,65693,NLE,,
catalogos_codigo_postal61517,65694,NLE,,
catalogos_codigo_postal61518,65695,NLE,,
catalogos_codigo_postal61519,65696,NLE,,
catalogos_codigo_postal61520,65697,NLE,,
catalogos_codigo_postal61521,65698,NLE,,
catalogos_codigo_postal61522,65699,NLE,,
catalogos_codigo_postal61523,65700,NLE,28,
catalogos_codigo_postal61524,65701,NLE,,
catalogos_codigo_postal61525,65702,NLE,,
catalogos_codigo_postal61526,65703,NLE,,
catalogos_codigo_postal61527,65704,NLE,,
catalogos_codigo_postal61528,65705,NLE,,
catalogos_codigo_postal61529,65706,NLE,,
catalogos_codigo_postal61530,65707,NLE,,
catalogos_codigo_postal61531,65708,NLE,,
catalogos_codigo_postal61532,65709,NLE,,
catalogos_codigo_postal61533,65710,NLE,,
catalogos_codigo_postal61534,65711,NLE,,
catalogos_codigo_postal61535,65712,NLE,,
catalogos_codigo_postal61536,65713,NLE,,
catalogos_codigo_postal61537,65714,NLE,,
catalogos_codigo_postal61538,65715,NLE,,
catalogos_codigo_postal61539,65716,NLE,,
catalogos_codigo_postal61540,65717,NLE,,
catalogos_codigo_postal61541,65718,NLE,,
catalogos_codigo_postal61542,65719,NLE,,
catalogos_codigo_postal61543,65720,NLE,,
catalogos_codigo_postal61544,65721,NLE,,
catalogos_codigo_postal61545,65722,NLE,,
catalogos_codigo_postal61546,65723,NLE,,
catalogos_codigo_postal61547,65724,NLE,,
catalogos_codigo_postal61548,65725,NLE,,
catalogos_codigo_postal61549,65726,NLE,,
catalogos_codigo_postal61550,65727,NLE,,
catalogos_codigo_postal61551,65728,NLE,,
catalogos_codigo_postal61552,65729,NLE,,
catalogos_codigo_postal61553,65730,NLE,,
catalogos_codigo_postal61554,65731,NLE,,
catalogos_codigo_postal61555,65732,NLE,,
catalogos_codigo_postal61556,65733,NLE,,
catalogos_codigo_postal61557,65734,NLE,,
catalogos_codigo_postal61558,65735,NLE,,
catalogos_codigo_postal61559,65736,NLE,,
catalogos_codigo_postal61560,65737,NLE,,
catalogos_codigo_postal61561,65738,NLE,,
catalogos_codigo_postal61562,65739,NLE,,
catalogos_codigo_postal61563,65740,NLE,,
catalogos_codigo_postal61564,65741,NLE,,
catalogos_codigo_postal61565,65742,NLE,,
catalogos_codigo_postal61566,65743,NLE,,
catalogos_codigo_postal61567,65744,NLE,,
catalogos_codigo_postal61568,65745,NLE,,
catalogos_codigo_postal61569,65746,NLE,,
catalogos_codigo_postal61570,65747,NLE,,
catalogos_codigo_postal61571,65748,NLE,,
catalogos_codigo_postal61572,65749,NLE,,
catalogos_codigo_postal61573,65750,NLE,25,
catalogos_codigo_postal61574,65751,NLE,,
catalogos_codigo_postal61575,65752,NLE,,
catalogos_codigo_postal61576,65753,NLE,,
catalogos_codigo_postal61577,65754,NLE,,
catalogos_codigo_postal61578,65755,NLE,,
catalogos_codigo_postal61579,65756,NLE,,
catalogos_codigo_postal61580,65757,NLE,,
catalogos_codigo_postal61581,65758,NLE,,
catalogos_codigo_postal61582,65759,NLE,,
catalogos_codigo_postal61583,65760,NLE,25,
catalogos_codigo_postal61584,65761,NLE,,
catalogos_codigo_postal61585,65762,NLE,,
catalogos_codigo_postal61586,65763,NLE,,
catalogos_codigo_postal61587,65764,NLE,,
catalogos_codigo_postal61588,65765,NLE,,
catalogos_codigo_postal61589,65766,NLE,,
catalogos_codigo_postal61590,65767,NLE,,
catalogos_codigo_postal61591,65768,NLE,,
catalogos_codigo_postal61592,65769,NLE,,
catalogos_codigo_postal61593,65770,NLE,,
catalogos_codigo_postal61594,65771,NLE,,
catalogos_codigo_postal61595,65772,NLE,,
catalogos_codigo_postal61596,65773,NLE,,
catalogos_codigo_postal61597,65774,NLE,,
catalogos_codigo_postal61598,65775,NLE,,
catalogos_codigo_postal61599,65776,NLE,25,
catalogos_codigo_postal61600,65777,NLE,,
catalogos_codigo_postal61601,65778,NLE,,
catalogos_codigo_postal61602,65779,NLE,,
catalogos_codigo_postal61603,65780,NLE,25,
catalogos_codigo_postal61604,65781,NLE,,
catalogos_codigo_postal61605,65782,NLE,,
catalogos_codigo_postal61606,65783,NLE,,
catalogos_codigo_postal61607,65784,NLE,,
catalogos_codigo_postal61608,65785,NLE,,
catalogos_codigo_postal61609,65786,NLE,,
catalogos_codigo_postal61610,65787,NLE,,
catalogos_codigo_postal61611,65788,NLE,,
catalogos_codigo_postal61612,65789,NLE,,
catalogos_codigo_postal61613,65790,NLE,,
catalogos_codigo_postal61614,65791,NLE,,
catalogos_codigo_postal61615,65792,NLE,,
catalogos_codigo_postal61616,65793,NLE,,
catalogos_codigo_postal61617,65794,NLE,,
catalogos_codigo_postal61618,65795,NLE,,
catalogos_codigo_postal61619,65796,NLE,,
catalogos_codigo_postal61620,65797,NLE,,
catalogos_codigo_postal61621,65798,NLE,,
catalogos_codigo_postal61622,65799,NLE,,
catalogos_codigo_postal61623,65800,NLE,2,
catalogos_codigo_postal61624,65801,NLE,,
catalogos_codigo_postal61625,65802,NLE,,
catalogos_codigo_postal61626,65803,NLE,2,
catalogos_codigo_postal61627,65804,NLE,2,
catalogos_codigo_postal61628,65805,NLE,2,
catalogos_codigo_postal61629,65806,NLE,2,
catalogos_codigo_postal61630,65807,NLE,2,
catalogos_codigo_postal61631,65808,NLE,2,
catalogos_codigo_postal61632,65809,NLE,,
catalogos_codigo_postal61633,65810,NLE,2,
catalogos_codigo_postal61634,65811,NLE,,
catalogos_codigo_postal61635,65812,NLE,,
catalogos_codigo_postal61636,65813,NLE,2,
catalogos_codigo_postal61637,65814,NLE,2,
catalogos_codigo_postal61638,65815,NLE,2,
catalogos_codigo_postal61639,65816,NLE,,
catalogos_codigo_postal61640,65817,NLE,,
catalogos_codigo_postal61641,65818,NLE,,
catalogos_codigo_postal61642,65819,NLE,2,
catalogos_codigo_postal61643,65820,NLE,,
catalogos_codigo_postal61644,65821,NLE,,
catalogos_codigo_postal61645,65822,NLE,,
catalogos_codigo_postal61646,65823,NLE,2,
catalogos_codigo_postal61647,65824,NLE,,
catalogos_codigo_postal61648,65825,NLE,,
catalogos_codigo_postal61649,65826,NLE,2,
catalogos_codigo_postal61650,65827,NLE,,
catalogos_codigo_postal61651,65828,NLE,,
catalogos_codigo_postal61652,65829,NLE,,
catalogos_codigo_postal61653,65830,NLE,2,
catalogos_codigo_postal61654,65831,NLE,,
catalogos_codigo_postal61655,65832,NLE,,
catalogos_codigo_postal61656,65833,NLE,2,
catalogos_codigo_postal61657,65834,NLE,2,
catalogos_codigo_postal61658,65835,NLE,2,
catalogos_codigo_postal61659,65836,NLE,2,
catalogos_codigo_postal61660,65837,NLE,2,
catalogos_codigo_postal61661,65838,NLE,,
catalogos_codigo_postal61662,65839,NLE,,
catalogos_codigo_postal61663,65840,NLE,,
catalogos_codigo_postal61664,65841,NLE,,
catalogos_codigo_postal61665,65842,NLE,,
catalogos_codigo_postal61666,65843,NLE,,
catalogos_codigo_postal61667,65844,NLE,,
catalogos_codigo_postal61668,65845,NLE,,
catalogos_codigo_postal61669,65846,NLE,,
catalogos_codigo_postal61670,65847,NLE,,
catalogos_codigo_postal61671,65848,NLE,,
catalogos_codigo_postal61672,65849,NLE,,
catalogos_codigo_postal61673,65850,NLE,23,
catalogos_codigo_postal61674,65851,NLE,,
catalogos_codigo_postal61675,65852,NLE,,
catalogos_codigo_postal61676,65853,NLE,,
catalogos_codigo_postal61677,65854,NLE,,
catalogos_codigo_postal61678,65855,NLE,,
catalogos_codigo_postal61679,65856,NLE,,
catalogos_codigo_postal61680,65857,NLE,,
catalogos_codigo_postal61681,65858,NLE,,
catalogos_codigo_postal61682,65859,NLE,,
catalogos_codigo_postal61683,65860,NLE,,
catalogos_codigo_postal61684,65861,NLE,,
catalogos_codigo_postal61685,65862,NLE,,
catalogos_codigo_postal61686,65863,NLE,,
catalogos_codigo_postal61687,65864,NLE,,
catalogos_codigo_postal61688,65865,NLE,,
catalogos_codigo_postal61689,65866,NLE,,
catalogos_codigo_postal61690,65867,NLE,,
catalogos_codigo_postal61691,65868,NLE,,
catalogos_codigo_postal61692,65869,NLE,,
catalogos_codigo_postal61693,65870,NLE,,
catalogos_codigo_postal61694,65871,NLE,,
catalogos_codigo_postal61695,65872,NLE,,
catalogos_codigo_postal61696,65873,NLE,,
catalogos_codigo_postal61697,65874,NLE,,
catalogos_codigo_postal61698,65875,NLE,,
catalogos_codigo_postal61699,65876,NLE,,
catalogos_codigo_postal61700,65877,NLE,,
catalogos_codigo_postal61701,65878,NLE,,
catalogos_codigo_postal61702,65879,NLE,,
catalogos_codigo_postal61703,65880,NLE,23,
catalogos_codigo_postal61704,65881,NLE,,
catalogos_codigo_postal61705,65882,NLE,,
catalogos_codigo_postal61706,65883,NLE,,
catalogos_codigo_postal61707,65884,NLE,,
catalogos_codigo_postal61708,65885,NLE,,
catalogos_codigo_postal61709,65886,NLE,,
catalogos_codigo_postal61710,65887,NLE,,
catalogos_codigo_postal61711,65888,NLE,,
catalogos_codigo_postal61712,65889,NLE,,
catalogos_codigo_postal61713,65890,NLE,,
catalogos_codigo_postal61714,65891,NLE,,
catalogos_codigo_postal61715,65892,NLE,,
catalogos_codigo_postal61716,65893,NLE,,
catalogos_codigo_postal61717,65894,NLE,,
catalogos_codigo_postal61718,65895,NLE,,
catalogos_codigo_postal61719,65896,NLE,,
catalogos_codigo_postal61720,65897,NLE,,
catalogos_codigo_postal61721,65898,NLE,,
catalogos_codigo_postal61722,65899,NLE,,
catalogos_codigo_postal61723,65900,NLE,11,
catalogos_codigo_postal61724,65901,NLE,,
catalogos_codigo_postal61725,65902,NLE,,
catalogos_codigo_postal61726,65903,NLE,,
catalogos_codigo_postal61727,65904,NLE,,
catalogos_codigo_postal61728,65905,NLE,,
catalogos_codigo_postal61729,65906,NLE,,
catalogos_codigo_postal61730,65907,NLE,11,
catalogos_codigo_postal61731,65908,NLE,,
catalogos_codigo_postal61732,65909,NLE,,
catalogos_codigo_postal61733,65910,NLE,,
catalogos_codigo_postal61734,65911,NLE,,
catalogos_codigo_postal61735,65912,NLE,,
catalogos_codigo_postal61736,65913,NLE,,
catalogos_codigo_postal61737,65914,NLE,,
catalogos_codigo_postal61738,65915,NLE,,
catalogos_codigo_postal61739,65916,NLE,,
catalogos_codigo_postal61740,65917,NLE,,
catalogos_codigo_postal61741,65918,NLE,,
catalogos_codigo_postal61742,65919,NLE,,
catalogos_codigo_postal61743,65920,NLE,11,
catalogos_codigo_postal61744,65921,NLE,,
catalogos_codigo_postal61745,65922,NLE,,
catalogos_codigo_postal61746,65923,NLE,,
catalogos_codigo_postal61747,65924,NLE,,
catalogos_codigo_postal61748,65925,NLE,,
catalogos_codigo_postal61749,65926,NLE,,
catalogos_codigo_postal61750,65927,NLE,,
catalogos_codigo_postal61751,65928,NLE,,
catalogos_codigo_postal61752,65929,NLE,,
catalogos_codigo_postal61753,65930,NLE,11,
catalogos_codigo_postal61754,65931,NLE,,
catalogos_codigo_postal61755,65932,NLE,,
catalogos_codigo_postal61756,65933,NLE,,
catalogos_codigo_postal61757,65934,NLE,,
catalogos_codigo_postal61758,65935,NLE,,
catalogos_codigo_postal61759,65936,NLE,11,
catalogos_codigo_postal61760,65937,NLE,,
catalogos_codigo_postal61761,65938,NLE,,
catalogos_codigo_postal61762,65939,NLE,,
catalogos_codigo_postal61763,65940,NLE,11,
catalogos_codigo_postal61764,65941,NLE,,
catalogos_codigo_postal61765,65942,NLE,,
catalogos_codigo_postal61766,65943,NLE,,
catalogos_codigo_postal61767,65944,NLE,,
catalogos_codigo_postal61768,65945,NLE,,
catalogos_codigo_postal61769,65946,NLE,,
catalogos_codigo_postal61770,65947,NLE,,
catalogos_codigo_postal61771,65948,NLE,,
catalogos_codigo_postal61772,65949,NLE,,
catalogos_codigo_postal61773,65950,NLE,35,
catalogos_codigo_postal61774,65951,NLE,,
catalogos_codigo_postal61775,65952,NLE,,
catalogos_codigo_postal61776,65953,NLE,,
catalogos_codigo_postal61777,65954,NLE,,
catalogos_codigo_postal61778,65955,NLE,,
catalogos_codigo_postal61779,65956,NLE,,
catalogos_codigo_postal61780,65957,NLE,,
catalogos_codigo_postal61781,65958,NLE,,
catalogos_codigo_postal61782,65959,NLE,,
catalogos_codigo_postal61783,65960,NLE,,
catalogos_codigo_postal61784,65961,NLE,,
catalogos_codigo_postal61785,65962,NLE,,
catalogos_codigo_postal61786,65963,NLE,,
catalogos_codigo_postal61787,65964,NLE,,
catalogos_codigo_postal61788,65965,NLE,,
catalogos_codigo_postal61789,65966,NLE,,
catalogos_codigo_postal61790,65967,NLE,,
catalogos_codigo_postal61791,65968,NLE,,
catalogos_codigo_postal61792,65969,NLE,,
catalogos_codigo_postal61793,65970,NLE,,
catalogos_codigo_postal61794,65971,NLE,,
catalogos_codigo_postal61795,65972,NLE,,
catalogos_codigo_postal61796,65973,NLE,,
catalogos_codigo_postal61797,65974,NLE,,
catalogos_codigo_postal61798,65975,NLE,,
catalogos_codigo_postal61799,65976,NLE,,
catalogos_codigo_postal61800,65977,NLE,,
catalogos_codigo_postal61801,65978,NLE,,
catalogos_codigo_postal61802,65979,NLE,,
catalogos_codigo_postal61803,65980,NLE,,
catalogos_codigo_postal61804,65981,NLE,,
catalogos_codigo_postal61805,65982,NLE,,
catalogos_codigo_postal61806,65983,NLE,,
catalogos_codigo_postal61807,65984,NLE,,
catalogos_codigo_postal61808,65985,NLE,,
catalogos_codigo_postal61809,65986,NLE,,
catalogos_codigo_postal61810,65987,NLE,,
catalogos_codigo_postal61811,65988,NLE,,
catalogos_codigo_postal61812,65989,NLE,,
catalogos_codigo_postal61813,65990,NLE,,
catalogos_codigo_postal61814,65991,NLE,,
catalogos_codigo_postal61815,65992,NLE,,
catalogos_codigo_postal61816,65993,NLE,,
catalogos_codigo_postal61817,65994,NLE,,
catalogos_codigo_postal61818,65995,NLE,,
catalogos_codigo_postal61819,65996,NLE,,
catalogos_codigo_postal61820,65997,NLE,,
catalogos_codigo_postal61821,65998,NLE,,
catalogos_codigo_postal61822,65999,NLE,,
catalogos_codigo_postal61823,66000,NLE,18,21
catalogos_codigo_postal61824,66001,NLE,,
catalogos_codigo_postal61825,66002,NLE,,
catalogos_codigo_postal61826,66003,NLE,18,21
catalogos_codigo_postal61827,66004,NLE,18,21
catalogos_codigo_postal61828,66005,NLE,18,21
catalogos_codigo_postal61829,66006,NLE,18,21
catalogos_codigo_postal61830,66007,NLE,18,21
catalogos_codigo_postal61831,66008,NLE,18,21
catalogos_codigo_postal61832,66009,NLE,18,21
catalogos_codigo_postal61833,66010,NLE,18,
catalogos_codigo_postal61834,66011,NLE,,
catalogos_codigo_postal61835,66012,NLE,18,
catalogos_codigo_postal61836,66013,NLE,18,
catalogos_codigo_postal61837,66014,NLE,,
catalogos_codigo_postal61838,66015,NLE,,
catalogos_codigo_postal61839,66016,NLE,,
catalogos_codigo_postal61840,66017,NLE,18,
catalogos_codigo_postal61841,66018,NLE,,
catalogos_codigo_postal61842,66019,NLE,,
catalogos_codigo_postal61843,66020,NLE,18,
catalogos_codigo_postal61844,66021,NLE,,
catalogos_codigo_postal61845,66022,NLE,18,
catalogos_codigo_postal61846,66023,NLE,18,
catalogos_codigo_postal61847,66024,NLE,18,
catalogos_codigo_postal61848,66025,NLE,18,
catalogos_codigo_postal61849,66026,NLE,18,
catalogos_codigo_postal61850,66027,NLE,18,
catalogos_codigo_postal61851,66028,NLE,,
catalogos_codigo_postal61852,66029,NLE,,
catalogos_codigo_postal61853,66030,NLE,18,
catalogos_codigo_postal61854,66031,NLE,,
catalogos_codigo_postal61855,66032,NLE,,
catalogos_codigo_postal61856,66033,NLE,18,
catalogos_codigo_postal61857,66034,NLE,,
catalogos_codigo_postal61858,66035,NLE,18,
catalogos_codigo_postal61859,66036,NLE,18,
catalogos_codigo_postal61860,66037,NLE,18,
catalogos_codigo_postal61861,66038,NLE,,
catalogos_codigo_postal61862,66039,NLE,,
catalogos_codigo_postal61863,66040,NLE,18,
catalogos_codigo_postal61864,66041,NLE,,
catalogos_codigo_postal61865,66042,NLE,18,
catalogos_codigo_postal61866,66043,NLE,,
catalogos_codigo_postal61867,66044,NLE,,
catalogos_codigo_postal61868,66045,NLE,,
catalogos_codigo_postal61869,66046,NLE,,
catalogos_codigo_postal61870,66047,NLE,,
catalogos_codigo_postal61871,66048,NLE,,
catalogos_codigo_postal61872,66049,NLE,,
catalogos_codigo_postal61873,66050,NLE,21,3
catalogos_codigo_postal61874,66051,NLE,21,3
catalogos_codigo_postal61875,66052,NLE,21,3
catalogos_codigo_postal61876,66053,NLE,21,3
catalogos_codigo_postal61877,66054,NLE,21,3
catalogos_codigo_postal61878,66055,NLE,21,3
catalogos_codigo_postal61879,66056,NLE,21,3
