id,c_patente_aduanal,fecha_inicio_vigencia,fecha_fin_vigencia
catalogos_patente1400,3160,2001-05-21,
catalogos_patente1401,3162,2001-05-15,
catalogos_patente1402,3163,2001-05-17,
catalogos_patente1403,3164,2001-05-23,
catalogos_patente1404,3165,2001-05-21,
catalogos_patente1405,3166,2001-05-15,
catalogos_patente1406,3167,2001-05-21,
catalogos_patente1407,3168,2001-05-16,
catalogos_patente1408,3169,2001-05-15,
catalogos_patente1409,3170,2001-05-21,
catalogos_patente1410,3171,2001-05-16,
catalogos_patente1411,3172,2001-11-27,
catalogos_patente1412,3173,2001-05-21,
catalogos_patente1413,3174,2001-05-15,
catalogos_patente1414,3175,2001-05-21,
catalogos_patente1415,3176,2001-05-21,
catalogos_patente1416,3177,2002-07-01,
catalogos_patente1417,3178,2001-05-16,
catalogos_patente1418,3179,2001-05-21,
catalogos_patente1419,3180,2001-05-23,
catalogos_patente1420,3182,2001-05-15,
catalogos_patente1421,3183,2001-05-14,
catalogos_patente1422,3184,2001-05-23,
catalogos_patente1423,3185,2001-05-18,
catalogos_patente1424,3186,2001-05-16,
catalogos_patente1425,3187,2001-05-14,
catalogos_patente1426,3188,2001-05-18,
catalogos_patente1427,3189,2001-05-16,
catalogos_patente1428,3190,2001-05-15,
catalogos_patente1429,3191,2001-05-17,
catalogos_patente1430,3192,2001-05-17,
catalogos_patente1431,3193,2001-05-14,
catalogos_patente1432,3194,2001-05-16,
catalogos_patente1433,3195,2001-05-18,
catalogos_patente1434,3197,2001-06-08,
catalogos_patente1435,3198,2001-08-23,
catalogos_patente1436,3199,2001-05-11,
catalogos_patente1437,3200,2001-05-16,
catalogos_patente1438,3201,2001-05-16,
catalogos_patente1439,3202,2001-05-16,
catalogos_patente1440,3203,2001-05-21,
catalogos_patente1441,3204,2001-05-21,
catalogos_patente1442,3205,2001-05-16,
catalogos_patente1443,3206,2001-05-21,
catalogos_patente1444,3207,2001-05-21,
catalogos_patente1445,3208,2001-05-21,
catalogos_patente1446,3209,2001-05-21,
catalogos_patente1447,3210,2001-05-18,
catalogos_patente1448,3211,2001-05-21,
catalogos_patente1449,3212,2001-05-16,
catalogos_patente1450,3213,2001-05-16,
catalogos_patente1451,3214,2001-05-17,
catalogos_patente1452,3215,2001-05-22,
catalogos_patente1453,3216,2001-05-21,
catalogos_patente1454,3217,2001-05-21,
catalogos_patente1455,3218,2001-05-15,
catalogos_patente1456,3219,2001-05-21,
catalogos_patente1457,3220,2001-05-14,
catalogos_patente1458,3221,2001-05-15,
catalogos_patente1459,3222,2001-05-11,
catalogos_patente1460,3223,2001-05-14,
catalogos_patente1461,3224,2001-05-21,
catalogos_patente1462,3226,2001-05-17,
catalogos_patente1463,3227,2001-05-15,
catalogos_patente1464,3229,2001-05-17,
catalogos_patente1465,3230,2001-05-22,
catalogos_patente1466,3231,2001-05-18,
catalogos_patente1467,3232,2001-05-21,
catalogos_patente1468,3233,2001-05-17,
catalogos_patente1469,3234,2001-05-15,
catalogos_patente1470,3235,2001-05-14,
catalogos_patente1471,3236,2001-05-14,
catalogos_patente1472,3237,2001-05-17,
catalogos_patente1473,3238,2001-06-15,
catalogos_patente1474,3240,2001-05-17,
catalogos_patente1475,3241,2001-05-16,
catalogos_patente1476,3242,2001-05-22,
catalogos_patente1477,3244,2001-05-21,
catalogos_patente1478,3245,2001-05-18,
catalogos_patente1479,3246,2001-05-11,
catalogos_patente1480,3247,2001-05-21,
catalogos_patente1481,3248,2001-05-16,
catalogos_patente1482,3249,2001-05-23,
catalogos_patente1483,3250,2001-05-22,
catalogos_patente1484,3251,2001-05-14,
catalogos_patente1485,3252,2001-05-18,
catalogos_patente1486,3253,2001-05-14,
catalogos_patente1487,3254,2001-05-15,
catalogos_patente1488,3255,2001-05-17,
catalogos_patente1489,3256,2001-05-18,
catalogos_patente1490,3257,2001-05-15,
catalogos_patente1491,3258,2001-05-23,
catalogos_patente1492,3259,2001-05-18,
catalogos_patente1493,3260,2001-05-22,
catalogos_patente1494,3262,2001-05-14,
catalogos_patente1495,3263,2001-05-22,
catalogos_patente1496,3264,2001-05-18,
catalogos_patente1497,3265,2001-05-21,
catalogos_patente1498,3266,2001-05-17,
catalogos_patente1499,3267,2001-05-21,
catalogos_patente1500,3268,2001-05-15,
catalogos_patente1501,3269,2001-05-17,
catalogos_patente1502,3270,2001-05-17,
catalogos_patente1503,3271,2001-05-21,
catalogos_patente1504,3272,2001-05-21,
catalogos_patente1505,3273,2001-05-22,
catalogos_patente1506,3274,2001-05-18,
catalogos_patente1507,3275,2001-05-15,
catalogos_patente1508,3276,2001-05-21,
catalogos_patente1509,3277,2001-05-18,
catalogos_patente1510,3278,2001-05-16,
catalogos_patente1511,3279,2002-01-30,
catalogos_patente1512,3280,2001-05-18,
catalogos_patente1513,3281,2001-05-16,
catalogos_patente1514,3283,2001-05-21,
catalogos_patente1515,3284,2001-05-11,
catalogos_patente1516,3285,2001-05-15,
catalogos_patente1517,3286,2001-05-16,
catalogos_patente1518,3287,2001-05-14,
catalogos_patente1519,3288,2001-05-23,
catalogos_patente1520,3289,2001-06-12,
catalogos_patente1521,3290,2001-05-22,
catalogos_patente1522,3291,2001-05-18,
catalogos_patente1523,3292,2001-05-18,
catalogos_patente1524,3293,2001-05-17,
catalogos_patente1525,3294,2001-05-17,
catalogos_patente1526,3295,2001-05-18,
catalogos_patente1527,3296,2001-05-21,
catalogos_patente1528,3297,2001-05-17,
catalogos_patente1529,3298,2001-05-08,
catalogos_patente1530,3299,2001-06-14,
catalogos_patente1531,3300,2001-08-01,
catalogos_patente1532,3301,2001-05-18,
catalogos_patente1533,3302,2001-05-17,
catalogos_patente1534,3303,2001-06-18,
catalogos_patente1535,3305,2001-05-15,
catalogos_patente1536,3306,2001-05-18,
catalogos_patente1537,3308,2001-05-21,
catalogos_patente1538,3309,2001-05-15,
catalogos_patente1539,3311,2001-05-15,
catalogos_patente1540,3312,2001-05-14,
catalogos_patente1541,3313,2001-05-21,
catalogos_patente1542,3314,2001-05-17,
catalogos_patente1543,3315,2001-05-16,
catalogos_patente1544,3316,2001-05-15,
catalogos_patente1545,3317,2001-05-11,
catalogos_patente1546,3319,2001-06-29,
catalogos_patente1547,3320,2001-05-17,
catalogos_patente1548,3321,2001-05-21,
catalogos_patente1549,3322,2002-05-29,
catalogos_patente1550,3323,2001-05-18,
catalogos_patente1551,3324,2001-05-14,
catalogos_patente1552,3325,2001-07-31,
catalogos_patente1553,3326,2001-05-15,
catalogos_patente1554,3327,2001-05-14,
catalogos_patente1555,3328,2001-05-21,
catalogos_patente1556,3329,2001-05-14,
catalogos_patente1557,3330,2001-05-11,
catalogos_patente1558,3331,2001-05-21,
catalogos_patente1559,3332,2001-05-17,
catalogos_patente1560,3333,2001-05-15,
catalogos_patente1561,3334,2001-05-18,
catalogos_patente1562,3335,2001-05-18,
catalogos_patente1563,3336,2001-05-16,
catalogos_patente1564,3337,2001-05-17,
catalogos_patente1565,3338,2001-05-17,
catalogos_patente1566,3339,2001-05-21,
catalogos_patente1567,3340,2001-05-22,
catalogos_patente1568,3341,2001-05-22,
catalogos_patente1569,3342,2001-05-14,
catalogos_patente1570,3343,2001-05-15,
catalogos_patente1571,3344,2001-05-22,
catalogos_patente1572,3345,2001-05-15,
catalogos_patente1573,3346,2001-05-14,
catalogos_patente1574,3347,2001-05-16,
catalogos_patente1575,3348,2001-05-17,
catalogos_patente1576,3349,2001-05-16,
catalogos_patente1577,3351,2001-05-17,
catalogos_patente1578,3353,2001-05-15,
catalogos_patente1579,3354,2001-05-11,
catalogos_patente1580,3355,2001-05-16,
catalogos_patente1581,3356,2001-05-17,
catalogos_patente1582,3357,2001-05-14,
catalogos_patente1583,3358,2001-05-18,
catalogos_patente1584,3359,2001-05-21,
catalogos_patente1585,3360,2001-05-11,
catalogos_patente1586,3361,2001-05-21,
catalogos_patente1587,3362,2001-05-16,
catalogos_patente1588,3363,2001-05-16,
catalogos_patente1589,3364,2001-05-21,
catalogos_patente1590,3365,2001-05-18,
catalogos_patente1591,3366,2001-05-15,
catalogos_patente1592,3368,2001-05-21,
catalogos_patente1593,3369,2001-05-17,
catalogos_patente1594,3370,2001-05-14,
catalogos_patente1595,3371,2001-05-21,
catalogos_patente1596,3372,2001-05-21,
catalogos_patente1597,3373,2001-05-22,
catalogos_patente1598,3374,2001-05-17,
catalogos_patente1599,3375,2001-05-18,
catalogos_patente1600,3376,2001-05-22,
catalogos_patente1601,3377,2001-05-07,
catalogos_patente1602,3378,2001-05-16,
catalogos_patente1603,3379,2001-05-17,
catalogos_patente1604,3381,2001-05-21,
catalogos_patente1605,3382,2001-05-17,
catalogos_patente1606,3383,2001-05-18,
catalogos_patente1607,3384,2001-05-15,
catalogos_patente1608,3385,2001-05-18,
catalogos_patente1609,3386,2001-05-17,
catalogos_patente1610,3387,2001-05-21,
catalogos_patente1611,3389,2001-05-16,
catalogos_patente1612,3390,2001-05-21,
catalogos_patente1613,3391,2001-05-21,
catalogos_patente1614,3392,2001-05-16,
catalogos_patente1615,3393,2001-05-21,
catalogos_patente1616,3394,2001-05-21,
catalogos_patente1617,3395,2001-05-17,
catalogos_patente1618,3396,2001-05-22,
catalogos_patente1619,3397,2001-05-15,
catalogos_patente1620,3398,2001-05-15,
catalogos_patente1621,3399,2001-05-17,
catalogos_patente1622,3400,2001-05-21,
catalogos_patente1623,3402,2001-05-17,
catalogos_patente1624,3403,2001-05-21,
catalogos_patente1625,3404,2001-05-16,
catalogos_patente1626,3405,2001-05-11,
catalogos_patente1627,3406,2001-05-17,
catalogos_patente1628,3407,2001-05-16,
catalogos_patente1629,3408,2001-05-17,
catalogos_patente1630,3409,2001-05-15,
catalogos_patente1631,3410,2001-05-14,
catalogos_patente1632,3411,2001-05-21,
catalogos_patente1633,3412,2001-05-21,
catalogos_patente1634,3413,2001-05-21,
catalogos_patente1635,3414,2002-10-21,
catalogos_patente1636,3415,2002-05-29,
catalogos_patente1637,3416,2001-05-15,
catalogos_patente1638,3417,2001-05-21,
catalogos_patente1639,3418,2001-05-21,
catalogos_patente1640,3419,2001-05-21,
catalogos_patente1641,3420,2001-05-14,
catalogos_patente1642,3421,2001-05-21,
catalogos_patente1643,3422,2001-05-21,
catalogos_patente1644,3423,2001-05-17,
catalogos_patente1645,3424,2001-05-21,
catalogos_patente1646,3425,2001-05-17,
catalogos_patente1647,3426,2001-05-07,
catalogos_patente1648,3428,2001-05-22,
catalogos_patente1649,3429,2001-05-16,
catalogos_patente1650,3430,2001-05-17,
catalogos_patente1651,3431,2001-05-16,
catalogos_patente1652,3432,2001-05-14,
catalogos_patente1653,3433,2001-05-15,
catalogos_patente1654,3434,2001-05-21,
catalogos_patente1655,3435,2001-05-21,
catalogos_patente1656,3436,2001-05-18,
catalogos_patente1657,3437,2001-05-21,
catalogos_patente1658,3438,2001-05-21,
catalogos_patente1659,3439,2001-05-22,
catalogos_patente1660,3440,2001-05-21,
catalogos_patente1661,3441,2001-05-21,
catalogos_patente1662,3442,2001-05-14,
catalogos_patente1663,3444,2001-05-14,
catalogos_patente1664,3445,2001-05-11,
catalogos_patente1665,3446,2001-05-14,
catalogos_patente1666,3447,2001-05-21,
catalogos_patente1667,3448,2001-05-11,
catalogos_patente1668,3449,2001-05-18,
catalogos_patente1669,3450,2001-05-21,
catalogos_patente1670,3451,2001-05-11,
catalogos_patente1671,3452,2001-05-18,
catalogos_patente1672,3453,2001-05-16,
catalogos_patente1673,3454,2001-05-15,
catalogos_patente1674,3455,2001-05-14,
catalogos_patente1675,3456,2001-05-16,
catalogos_patente1676,3457,2001-05-11,
catalogos_patente1677,3458,2001-05-21,
catalogos_patente1678,3459,2001-05-14,
catalogos_patente1679,3460,2001-05-21,
catalogos_patente1680,3461,2001-05-21,
catalogos_patente1681,3462,2001-05-21,
catalogos_patente1682,3463,2001-05-15,
catalogos_patente1683,3464,2001-05-11,
catalogos_patente1684,3465,2001-05-22,
catalogos_patente1685,3466,2001-05-21,
catalogos_patente1686,3467,2001-05-14,
catalogos_patente1687,3468,2001-05-11,
catalogos_patente1688,3469,2001-05-11,
catalogos_patente1689,3470,2001-05-18,
catalogos_patente1690,3471,2001-05-17,
catalogos_patente1691,3472,2001-05-22,
catalogos_patente1692,3473,2001-05-16,
catalogos_patente1693,3474,2001-05-18,
catalogos_patente1694,3475,2001-05-15,
catalogos_patente1695,3476,2001-05-16,
catalogos_patente1696,3477,2001-05-16,
catalogos_patente1697,3478,2001-05-14,
catalogos_patente1698,3479,2001-05-18,
catalogos_patente1699,3480,2001-05-22,
catalogos_patente1700,3481,2001-05-16,
catalogos_patente1701,3482,2001-05-15,
catalogos_patente1702,3483,2001-05-18,
catalogos_patente1703,3484,2001-05-14,
catalogos_patente1704,3485,2001-05-11,
catalogos_patente1705,3486,2001-05-21,
catalogos_patente1706,3487,2001-05-15,
catalogos_patente1707,3488,2001-05-17,
catalogos_patente1708,3489,2001-05-21,
catalogos_patente1709,3490,2001-05-15,
catalogos_patente1710,3491,2001-05-14,
catalogos_patente1711,3492,2001-05-16,
catalogos_patente1712,3493,2001-05-24,
catalogos_patente1713,3494,2001-05-18,
catalogos_patente1714,3495,2001-05-14,
catalogos_patente1715,3496,2001-05-21,
catalogos_patente1716,3497,2001-05-17,
catalogos_patente1717,3498,2001-05-14,
catalogos_patente1718,3499,2001-05-15,
catalogos_patente1719,3500,2001-05-18,
catalogos_patente1720,3501,2001-05-17,
catalogos_patente1721,3502,2001-05-17,
catalogos_patente1722,3503,2001-05-11,
catalogos_patente1723,3504,2001-05-22,
catalogos_patente1724,3505,2001-05-22,
catalogos_patente1725,3506,2001-05-18,
catalogos_patente1726,3508,2001-05-21,
catalogos_patente1727,3509,2001-05-18,
catalogos_patente1728,3510,2001-05-21,
catalogos_patente1729,3511,2001-05-15,
catalogos_patente1730,3512,2001-05-14,
catalogos_patente1731,3513,2001-05-11,
catalogos_patente1732,3514,2001-05-21,
catalogos_patente1733,3515,2001-05-15,
catalogos_patente1734,3516,2001-05-14,
catalogos_patente1735,3517,2001-05-17,
catalogos_patente1736,3518,2001-05-21,
catalogos_patente1737,3519,2001-05-18,
catalogos_patente1738,3520,2002-02-12,
catalogos_patente1739,3521,2001-05-24,
catalogos_patente1740,3522,2001-05-17,
catalogos_patente1741,3524,2001-05-16,
catalogos_patente1742,3525,2001-05-21,
catalogos_patente1743,3526,2001-05-21,
catalogos_patente1744,3527,2001-05-16,
catalogos_patente1745,3528,2001-05-21,
catalogos_patente1746,3529,2001-05-21,
catalogos_patente1747,3530,2001-05-16,
catalogos_patente1748,3532,2001-05-21,
catalogos_patente1749,3533,2001-05-16,
catalogos_patente1750,3535,2001-05-15,
catalogos_patente1751,3536,2001-05-17,
catalogos_patente1752,3537,2001-05-17,
catalogos_patente1753,3538,2001-05-16,
catalogos_patente1754,3539,2001-05-14,
catalogos_patente1755,3540,2001-05-11,
catalogos_patente1756,3541,2001-05-18,
catalogos_patente1757,3542,2001-05-18,
catalogos_patente1758,3543,2001-05-21,
catalogos_patente1759,3544,2001-05-21,
catalogos_patente1760,3545,2001-05-17,
catalogos_patente1761,3546,2001-05-14,
catalogos_patente1762,3547,2001-05-21,
catalogos_patente1763,3549,2001-05-18,
catalogos_patente1764,3550,2001-05-15,
catalogos_patente1765,3551,2001-05-17,
catalogos_patente1766,3552,2001-05-14,
catalogos_patente1767,3553,2001-05-14,
catalogos_patente1768,3554,2001-05-15,
catalogos_patente1769,3555,2001-05-11,
catalogos_patente1770,3556,2001-05-14,
catalogos_patente1771,3557,2001-05-21,
catalogos_patente1772,3558,2001-05-16,
catalogos_patente1773,3559,2001-05-14,
catalogos_patente1774,3560,2001-05-14,
catalogos_patente1775,3561,2001-05-18,
catalogos_patente1776,3562,2001-05-14,
catalogos_patente1777,3563,2001-05-11,
catalogos_patente1778,3564,2001-05-09,
catalogos_patente1779,3565,2001-05-11,
catalogos_patente1780,3566,2001-05-21,
catalogos_patente1781,3567,2001-05-21,
catalogos_patente1782,3568,2001-05-24,
catalogos_patente1783,3569,2001-05-18,
catalogos_patente1784,3570,2001-05-16,
catalogos_patente1785,3571,2001-05-17,
catalogos_patente1786,3573,2001-05-16,
catalogos_patente1787,3574,2001-05-21,
catalogos_patente1788,3575,2001-05-21,
catalogos_patente1789,3576,2001-05-21,
catalogos_patente1790,3577,2001-05-18,
catalogos_patente1791,3578,2001-05-14,
catalogos_patente1792,3579,2001-05-14,
catalogos_patente1793,3580,2001-05-17,
catalogos_patente1794,3581,2001-05-16,
catalogos_patente1795,3582,2001-05-16,
catalogos_patente1796,3583,2001-05-21,
catalogos_patente1797,3584,2001-05-16,
catalogos_patente1798,3585,2001-05-21,
catalogos_patente1799,3586,2001-05-21,
catalogos_patente1800,3587,2001-05-21,
catalogos_patente1801,3588,2001-05-16,
catalogos_patente1802,3589,2001-05-14,
catalogos_patente1803,3590,2001-05-16,
catalogos_patente1804,3591,2001-05-21,
catalogos_patente1805,3592,2001-05-21,
catalogos_patente1806,3593,2001-05-23,
catalogos_patente1807,3594,2001-05-15,
catalogos_patente1808,3595,2001-05-18,
catalogos_patente1809,3596,2001-05-07,
catalogos_patente1810,3597,2001-05-21,
catalogos_patente1811,3598,2001-05-14,
catalogos_patente1812,3599,2001-06-12,
catalogos_patente1813,3600,2001-05-14,
catalogos_patente1814,3601,2001-05-11,
catalogos_patente1815,3602,2001-05-22,
catalogos_patente1816,3603,2001-05-18,
catalogos_patente1817,3604,2001-05-17,
catalogos_patente1818,3605,2001-06-18,
catalogos_patente1819,3606,2001-05-17,
catalogos_patente1820,3607,2001-05-15,
catalogos_patente1821,3608,2001-05-18,
catalogos_patente1822,3609,2001-05-11,
catalogos_patente1823,3610,2001-06-15,
catalogos_patente1824,3611,2001-05-15,
catalogos_patente1825,3612,2001-05-16,
catalogos_patente1826,3613,2001-05-15,
catalogos_patente1827,3614,2001-05-07,
catalogos_patente1828,3615,2001-05-16,
catalogos_patente1829,3616,2001-05-21,
catalogos_patente1830,3617,2001-05-14,
catalogos_patente1831,3618,2001-05-22,
catalogos_patente1832,3619,2001-05-15,
catalogos_patente1833,3620,2001-05-22,
catalogos_patente1834,3621,2001-09-03,
catalogos_patente1835,3622,2001-05-07,
catalogos_patente1836,3623,2001-05-18,
catalogos_patente1837,3624,2001-05-17,
catalogos_patente1838,3625,2001-09-06,
catalogos_patente1839,3626,2001-05-17,
catalogos_patente1840,3627,2001-05-22,
catalogos_patente1841,3628,2001-05-17,
catalogos_patente1842,3629,2001-05-21,
catalogos_patente1843,3630,2001-05-17,
catalogos_patente1844,3631,2001-05-18,
catalogos_patente1845,3632,2001-05-17,
catalogos_patente1846,3633,2001-05-15,
catalogos_patente1847,3634,2001-05-21,
catalogos_patente1848,3635,2001-05-15,
catalogos_patente1849,3636,2001-05-15,
catalogos_patente1850,3637,2001-05-16,
catalogos_patente1851,3638,2001-05-07,
catalogos_patente1852,3639,2001-05-24,
catalogos_patente1853,3640,2001-05-22,
catalogos_patente1854,3642,2001-05-15,
catalogos_patente1855,3643,2001-05-22,
catalogos_patente1856,3644,2001-05-18,
catalogos_patente1857,3645,2001-05-18,
catalogos_patente1858,3646,2001-05-18,
catalogos_patente1859,3647,2001-05-15,
catalogos_patente1860,3648,2001-05-21,
catalogos_patente1861,3649,2001-05-21,
catalogos_patente1862,3650,2002-06-10,
catalogos_patente1863,3651,2001-05-17,
catalogos_patente1864,3652,2001-05-18,
catalogos_patente1865,3653,2001-05-15,
catalogos_patente1866,3654,2001-05-21,
catalogos_patente1867,3655,2001-05-15,
catalogos_patente1868,3656,2001-05-18,
catalogos_patente1869,3657,2001-05-18,
catalogos_patente1870,3658,2001-05-14,
catalogos_patente1871,3659,2001-05-18,
catalogos_patente1872,3660,2001-05-18,
catalogos_patente1873,3661,2002-08-16,
catalogos_patente1874,3662,2001-05-16,
catalogos_patente1875,3663,2001-05-21,
catalogos_patente1876,3664,2001-05-15,
catalogos_patente1877,3665,2001-05-17,
catalogos_patente1878,3666,2001-05-18,
catalogos_patente1879,3667,2001-05-18,
catalogos_patente1880,3668,2001-05-21,
catalogos_patente1881,3669,2001-05-11,
catalogos_patente1882,3670,2001-05-23,
catalogos_patente1883,3671,2001-05-14,
catalogos_patente1884,3672,2002-03-13,
catalogos_patente1885,3673,2001-05-15,
catalogos_patente1886,3674,2001-05-22,
catalogos_patente1887,3675,2001-05-17,
catalogos_patente1888,3676,2001-05-11,
catalogos_patente1889,3677,2001-05-23,
catalogos_patente1890,3678,2001-05-17,
catalogos_patente1891,3679,2001-05-17,
catalogos_patente1892,3680,2001-05-22,
catalogos_patente1893,3681,2001-05-21,
catalogos_patente1894,3682,2001-05-14,
catalogos_patente1895,3683,2001-05-21,
catalogos_patente1896,3684,2001-05-21,
catalogos_patente1897,3685,2001-05-22,
catalogos_patente1898,3686,2001-05-22,
catalogos_patente1899,3687,2001-05-22,
catalogos_patente1900,3688,2001-05-15,
catalogos_patente1901,3689,2001-05-14,
catalogos_patente1902,3690,2001-05-21,
catalogos_patente1903,3691,2001-06-21,
catalogos_patente1904,3692,2001-05-15,
catalogos_patente1905,3693,2001-05-21,
catalogos_patente1906,3694,2001-05-17,
catalogos_patente1907,3695,2001-05-18,
catalogos_patente1908,3696,2001-05-15,
catalogos_patente1909,3697,2001-05-21,
catalogos_patente1910,3698,2001-05-21,
catalogos_patente1911,3699,2001-05-21,
catalogos_patente1912,3700,2001-05-11,
catalogos_patente1913,3701,2001-05-21,
catalogos_patente1914,3702,2001-05-14,
catalogos_patente1915,3703,2001-06-21,
catalogos_patente1916,3704,2001-05-21,
catalogos_patente1917,3705,2001-05-14,
catalogos_patente1918,3706,2001-05-22,
catalogos_patente1919,3707,2001-05-24,
catalogos_patente1920,3708,2001-05-22,
catalogos_patente1921,3709,2001-05-21,
catalogos_patente1922,3710,2001-05-21,
catalogos_patente1923,3711,2001-05-21,
catalogos_patente1924,3712,2001-05-15,
catalogos_patente1925,3713,2001-05-18,
catalogos_patente1926,3714,2001-05-16,
catalogos_patente1927,3715,2001-05-22,
catalogos_patente1928,3716,2001-05-15,
catalogos_patente1929,3717,2001-05-17,
catalogos_patente1930,3718,2001-05-22,
catalogos_patente1931,3719,2001-05-17,
catalogos_patente1932,3720,2001-05-17,
catalogos_patente1933,3721,2001-05-17,
catalogos_patente1934,3722,2001-05-14,
catalogos_patente1935,3723,2001-05-17,
catalogos_patente1936,3724,2001-05-16,
catalogos_patente1937,3725,2001-05-17,
catalogos_patente1938,3726,2001-05-15,
catalogos_patente1939,3727,2001-05-16,
catalogos_patente1940,3728,2001-05-15,
catalogos_patente1941,3729,2001-05-18,
catalogos_patente1942,3730,2001-05-21,
catalogos_patente1943,3731,2001-05-14,
catalogos_patente1944,3732,2001-05-14,
catalogos_patente1945,3733,2001-05-18,
catalogos_patente1946,3734,2001-05-18,
catalogos_patente1947,3735,2001-05-22,
catalogos_patente1948,3736,2001-05-21,
catalogos_patente1949,3737,2001-05-22,
catalogos_patente1950,3738,2001-05-21,
catalogos_patente1951,3739,2001-05-14,
catalogos_patente1952,3740,2001-05-17,
catalogos_patente1953,3741,2001-05-21,
catalogos_patente1954,3742,2001-05-21,
catalogos_patente1955,3743,2001-05-21,
catalogos_patente1956,3744,2001-05-21,
catalogos_patente1957,3746,2001-05-14,
catalogos_patente1958,3747,2001-05-15,
catalogos_patente1959,3748,2001-05-15,
catalogos_patente1960,3749,2001-05-15,
catalogos_patente1961,3750,2001-05-17,
catalogos_patente1962,3751,2001-05-18,
catalogos_patente1963,3752,2001-05-21,
catalogos_patente1964,3753,2001-05-17,
catalogos_patente1965,3754,2001-05-15,
catalogos_patente1966,3755,2001-05-18,
catalogos_patente1967,3756,2001-05-18,
catalogos_patente1968,3757,2001-05-14,
catalogos_patente1969,3758,2001-05-22,
catalogos_patente1970,3759,2001-05-21,
catalogos_patente1971,3760,2001-05-18,
catalogos_patente1972,3761,2001-05-17,
catalogos_patente1973,3762,2001-05-18,
catalogos_patente1974,3763,2001-05-15,
catalogos_patente1975,3764,2001-05-14,
catalogos_patente1976,3765,2001-05-14,
catalogos_patente1977,3766,2001-05-18,
catalogos_patente1978,3767,2001-05-17,
catalogos_patente1979,3769,2001-05-18,
catalogos_patente1980,3770,2001-05-14,
catalogos_patente1981,3771,2001-05-18,
catalogos_patente1982,3772,2001-05-21,
catalogos_patente1983,3773,2001-05-18,
catalogos_patente1984,3774,2001-05-17,
catalogos_patente1985,3775,2001-05-21,
catalogos_patente1986,3776,2001-05-07,
catalogos_patente1987,3777,2001-05-18,
catalogos_patente1988,3778,2001-05-16,
catalogos_patente1989,3779,2001-05-21,
catalogos_patente1990,3780,2001-05-18,
catalogos_patente1991,3781,2001-05-17,
catalogos_patente1992,3783,2001-05-17,
catalogos_patente1993,3784,2001-05-18,
catalogos_patente1994,3785,2001-05-07,
catalogos_patente1995,3786,2001-05-22,
catalogos_patente1996,3787,2001-05-17,
catalogos_patente1997,3788,2001-05-17,
catalogos_patente1998,3789,2001-05-11,
catalogos_patente1999,3790,2001-05-07,
catalogos_patente2000,3791,2001-05-14,
catalogos_patente2001,3792,2001-05-23,
catalogos_patente2002,3793,2001-05-18,
catalogos_patente2003,3794,2001-05-18,
catalogos_patente2004,3795,2001-05-18,
catalogos_patente2005,3796,2001-05-15,
catalogos_patente2006,3797,2001-05-14,
catalogos_patente2007,3799,2001-05-15,
catalogos_patente2008,3800,2001-05-11,
catalogos_patente2009,3801,2001-05-21,
catalogos_patente2010,3802,2001-05-14,
catalogos_patente2011,3803,2001-05-21,
catalogos_patente2012,3804,2001-05-15,
catalogos_patente2013,3805,2001-05-11,
catalogos_patente2014,3806,2001-05-18,
catalogos_patente2015,3807,2001-05-14,
catalogos_patente2016,3808,2001-05-11,
catalogos_patente2017,3809,2001-05-18,
catalogos_patente2018,3810,2001-05-16,
catalogos_patente2019,3811,2001-05-18,
catalogos_patente2020,3812,2001-05-11,
catalogos_patente2021,3813,2001-06-13,
catalogos_patente2022,3814,2001-06-13,
catalogos_patente2023,3815,2001-07-26,
catalogos_patente2024,3816,2001-07-20,
catalogos_patente2025,3817,2001-08-22,
catalogos_patente2026,3818,2002-01-29,
catalogos_patente2027,3819,2002-01-28,
catalogos_patente2028,3820,2002-01-10,
catalogos_patente2029,3821,2002-01-10,
catalogos_patente2030,3822,2002-10-17,
catalogos_patente2031,3823,2002-01-28,
catalogos_patente2032,3824,2002-01-24,
catalogos_patente2033,3825,2002-01-28,
catalogos_patente2034,3826,2002-12-16,
catalogos_patente2035,3827,2005-07-13,
catalogos_patente2036,3828,2002-08-28,
catalogos_patente2037,3829,2002-09-24,
catalogos_patente2038,3830,2002-10-11,
catalogos_patente2039,3831,2002-10-22,
catalogos_patente2040,3832,2002-10-14,
catalogos_patente2041,3833,2002-10-30,
catalogos_patente2042,3834,2002-11-15,
catalogos_patente2043,3835,2002-11-15,
catalogos_patente2044,3836,2002-12-09,
catalogos_patente2045,3837,2002-12-09,
catalogos_patente2046,3838,2003-01-14,
catalogos_patente2047,3839,2002-12-09,
catalogos_patente2048,3840,2002-12-09,
catalogos_patente2049,3841,2003-01-23,
catalogos_patente2050,3842,2003-01-22,
catalogos_patente2051,3843,2003-01-14,
catalogos_patente2052,3844,2003-03-20,
catalogos_patente2053,3845,2003-03-26,
catalogos_patente2054,3846,2003-03-26,
catalogos_patente2055,3847,2003-04-15,
catalogos_patente2056,3848,2003-03-20,
catalogos_patente2057,3849,2003-03-20,
catalogos_patente2058,3850,2003-03-20,
catalogos_patente2059,3851,2003-05-12,
catalogos_patente2060,3852,2005-07-01,
catalogos_patente2061,3853,2003-05-02,
catalogos_patente2062,3854,2003-05-12,
catalogos_patente2063,3855,2003-05-22,
