id,c_patente_aduanal,fecha_inicio_vigencia,fecha_fin_vigencia
catalogos_patente722,1204,2001-05-18,
catalogos_patente723,1205,2001-05-17,
catalogos_patente724,1206,2001-05-17,
catalogos_patente725,1207,2001-05-21,
catalogos_patente726,1208,2001-05-22,
catalogos_patente727,1209,2001-05-14,
catalogos_patente728,1210,2001-05-17,
catalogos_patente729,1211,2001-05-18,
catalogos_patente730,1212,2001-05-18,
catalogos_patente731,1213,2001-05-21,
catalogos_patente732,1214,2001-05-21,
catalogos_patente733,1215,2001-05-15,
catalogos_patente734,1216,2001-05-14,
catalogos_patente735,1217,2001-05-18,
catalogos_patente736,1218,2001-05-18,
catalogos_patente737,1219,2001-05-21,
catalogos_patente738,1220,2001-05-16,
catalogos_patente739,1221,2001-05-16,
catalogos_patente740,1222,2001-05-15,
catalogos_patente741,1223,2002-03-13,
catalogos_patente742,1224,2001-05-15,
catalogos_patente743,1225,2001-05-14,
catalogos_patente744,1226,2001-05-11,
catalogos_patente745,1227,2001-05-18,
catalogos_patente746,1228,2001-05-16,
catalogos_patente747,1229,2001-05-21,
catalogos_patente748,1230,2001-05-15,
catalogos_patente749,1231,2001-05-18,
catalogos_patente750,1232,2002-10-21,
catalogos_patente751,1233,2001-05-21,
catalogos_patente752,1234,2001-05-21,
catalogos_patente753,1235,2001-05-21,
catalogos_patente754,1236,2001-05-21,
catalogos_patente755,1237,2001-05-21,
catalogos_patente756,1238,2001-05-21,
catalogos_patente757,1239,2001-05-21,
catalogos_patente758,1240,2001-05-21,
catalogos_patente759,1241,2001-05-21,
catalogos_patente760,1242,2001-05-16,
catalogos_patente761,1243,2001-05-24,
catalogos_patente762,1244,2001-05-17,
catalogos_patente763,1245,2001-05-15,
catalogos_patente764,1246,2001-05-14,
catalogos_patente765,1247,2001-05-14,
catalogos_patente766,1248,2001-05-21,
catalogos_patente767,1249,2001-05-21,
catalogos_patente768,1250,2001-05-18,
catalogos_patente769,1251,2001-05-21,
catalogos_patente770,1252,2001-05-18,
catalogos_patente771,1253,2001-05-21,
catalogos_patente772,1254,2001-05-18,
catalogos_patente773,1255,2001-05-21,
catalogos_patente774,1256,2001-05-21,
catalogos_patente775,1257,2001-05-21,
catalogos_patente776,1258,2001-05-21,
catalogos_patente777,1259,2001-05-22,
catalogos_patente778,1260,2001-05-22,
catalogos_patente779,1261,2001-05-16,
catalogos_patente780,1262,2001-05-16,
catalogos_patente781,1263,2001-05-16,
catalogos_patente782,1264,2001-05-22,
catalogos_patente783,1265,2001-05-16,
catalogos_patente784,1266,2001-05-14,
catalogos_patente785,1267,2001-05-15,
catalogos_patente786,1268,2001-05-14,
catalogos_patente787,1269,2001-05-15,
catalogos_patente788,1270,2001-05-15,
catalogos_patente789,1271,2001-05-18,
catalogos_patente790,1272,2001-05-18,
catalogos_patente791,1273,2001-05-21,
catalogos_patente792,1274,2001-05-21,
catalogos_patente793,1275,2001-05-21,
catalogos_patente794,1276,2001-05-18,
catalogos_patente795,1277,2001-05-18,
catalogos_patente796,1278,2001-05-18,
catalogos_patente797,1279,2001-05-17,
catalogos_patente798,1280,2001-05-14,
catalogos_patente799,1281,2001-05-14,
catalogos_patente800,1282,2001-05-18,
catalogos_patente801,1283,2001-05-22,
catalogos_patente802,1284,2001-05-17,
catalogos_patente803,1285,2001-05-17,
catalogos_patente804,1286,2001-05-17,
catalogos_patente805,1287,2001-05-14,
catalogos_patente806,1288,2001-05-14,
catalogos_patente807,1289,2001-05-11,
catalogos_patente808,1290,2001-05-11,
catalogos_patente809,1291,2001-05-11,
catalogos_patente810,1293,2001-05-21,
catalogos_patente811,1294,2001-05-15,
catalogos_patente812,1295,2001-05-15,
catalogos_patente813,1296,2001-05-22,
catalogos_patente814,1297,2001-05-17,
catalogos_patente815,1298,2001-05-15,
catalogos_patente816,1299,2001-05-22,
catalogos_patente817,1300,2001-05-16,
catalogos_patente818,1301,2001-05-21,
catalogos_patente819,1302,2001-05-14,
catalogos_patente820,1303,2001-05-21,
catalogos_patente821,1304,2001-05-11,
catalogos_patente822,1305,2001-05-16,
catalogos_patente823,1306,2001-05-14,
catalogos_patente824,1307,2001-05-18,
catalogos_patente825,1308,2001-05-11,
catalogos_patente826,1309,2001-05-11,
catalogos_patente827,1311,2001-05-21,
catalogos_patente828,1312,2001-05-22,
catalogos_patente829,1313,2001-05-15,
catalogos_patente830,1314,2001-05-16,
catalogos_patente831,1315,2001-05-14,
catalogos_patente832,1316,2001-05-21,
catalogos_patente833,1317,2001-05-23,
catalogos_patente834,1318,2001-05-15,
catalogos_patente835,1319,2001-05-17,
catalogos_patente836,1320,2001-05-17,
catalogos_patente837,1321,2001-05-15,
catalogos_patente838,1322,2001-05-21,
catalogos_patente839,1323,2001-05-18,
catalogos_patente840,1324,2001-05-18,
catalogos_patente841,1325,2001-05-18,
catalogos_patente842,1326,2001-05-08,
catalogos_patente843,1327,2001-05-11,
catalogos_patente844,1328,2001-05-07,
catalogos_patente845,1329,2001-05-07,
catalogos_patente846,1330,2001-05-16,
catalogos_patente847,1331,2001-05-16,
catalogos_patente848,1332,2001-05-16,
catalogos_patente849,1333,2001-05-18,
catalogos_patente850,1334,2001-05-14,
catalogos_patente851,1335,2001-05-16,
catalogos_patente852,1336,2001-05-14,
catalogos_patente853,1337,2001-05-21,
catalogos_patente854,1338,2001-05-14,
catalogos_patente855,1339,2001-05-15,
catalogos_patente856,1340,2001-05-16,
catalogos_patente857,1341,2001-05-15,
catalogos_patente858,1342,2001-05-21,
catalogos_patente859,1343,2001-05-15,
catalogos_patente860,1344,2001-05-15,
catalogos_patente861,1345,2001-05-22,
catalogos_patente862,1346,2001-05-21,
catalogos_patente863,1347,2001-05-21,
catalogos_patente864,1348,2001-05-18,
catalogos_patente865,1349,2001-05-17,
catalogos_patente866,1350,2001-05-17,
catalogos_patente867,1351,2001-05-17,
catalogos_patente868,1352,2001-05-18,
catalogos_patente869,1353,2001-05-14,
catalogos_patente870,1354,2001-05-22,
catalogos_patente871,1355,2001-05-22,
catalogos_patente872,1356,2001-05-11,
catalogos_patente873,1357,2001-05-11,
catalogos_patente874,1358,2001-05-18,
catalogos_patente875,1359,2001-05-16,
catalogos_patente876,1360,2001-05-14,
catalogos_patente877,1361,2001-05-14,
catalogos_patente878,1362,2001-05-21,
catalogos_patente879,1363,2001-05-16,
catalogos_patente880,1364,2001-05-18,
catalogos_patente881,1365,2001-05-21,
catalogos_patente882,1368,2001-05-11,
catalogos_patente883,1369,2001-05-14,
catalogos_patente884,1370,2001-05-18,
catalogos_patente885,1371,2001-05-18,
catalogos_patente886,1372,2001-05-15,
catalogos_patente887,1373,2001-05-17,
catalogos_patente888,1374,2001-05-23,
catalogos_patente889,1375,2001-05-14,
catalogos_patente890,1376,2001-05-21,
catalogos_patente891,1377,2001-05-11,
catalogos_patente892,1378,2001-05-15,
catalogos_patente893,1379,2001-05-14,
catalogos_patente894,1380,2001-05-14,
catalogos_patente895,1381,2001-05-16,
catalogos_patente896,1382,2001-05-23,
catalogos_patente897,1383,2001-05-18,
catalogos_patente898,1384,2001-05-22,
catalogos_patente899,1385,2001-05-15,
catalogos_patente900,1386,2001-05-15,
catalogos_patente901,1387,2001-06-25,
catalogos_patente902,1388,2001-05-18,
catalogos_patente903,1389,2001-05-18,
catalogos_patente904,1390,2001-05-21,
catalogos_patente905,1391,2001-05-17,
catalogos_patente906,1392,2001-05-17,
catalogos_patente907,1393,2001-05-21,
catalogos_patente908,1394,2001-05-18,
catalogos_patente909,1395,2001-05-18,
catalogos_patente910,1396,2001-05-18,
catalogos_patente911,1397,2001-05-21,
catalogos_patente912,1398,2001-05-16,
catalogos_patente913,1399,2001-05-17,
catalogos_patente914,1400,2001-05-17,
catalogos_patente915,1401,2001-05-14,
catalogos_patente916,1402,2001-05-15,
catalogos_patente917,1403,2001-05-21,
catalogos_patente918,1404,2001-05-18,
catalogos_patente919,1405,2001-05-14,
catalogos_patente920,1406,2001-05-15,
catalogos_patente921,1407,2001-05-18,
catalogos_patente922,1408,2001-05-17,
catalogos_patente923,1409,2001-05-22,
catalogos_patente924,1410,2001-05-16,
catalogos_patente925,1411,2001-05-21,
catalogos_patente926,1412,2001-05-21,
catalogos_patente927,1413,2001-05-14,
catalogos_patente928,1414,2001-05-22,
catalogos_patente929,1415,2001-05-14,
catalogos_patente930,1416,2001-05-15,
catalogos_patente931,1417,2001-05-15,
catalogos_patente932,1418,2001-05-17,
catalogos_patente933,1419,2001-05-09,
catalogos_patente934,1420,2001-05-14,
catalogos_patente935,1421,2001-05-14,
catalogos_patente936,1422,2001-05-18,
catalogos_patente937,1423,2001-05-21,
catalogos_patente938,1424,2001-05-18,
catalogos_patente939,1425,2001-05-17,
catalogos_patente940,1426,2001-05-15,
catalogos_patente941,1428,2001-05-22,
catalogos_patente942,1429,2001-05-24,
catalogos_patente943,1430,2001-05-07,
catalogos_patente944,1431,2001-05-16,
catalogos_patente945,1432,2001-05-17,
catalogos_patente946,1433,2001-05-15,
catalogos_patente947,1434,2001-09-03,
catalogos_patente948,1435,2001-05-15,
catalogos_patente949,1436,2001-05-11,
catalogos_patente950,1437,2001-05-15,
catalogos_patente951,1438,2001-05-18,
catalogos_patente952,1439,2001-05-15,
catalogos_patente953,1440,2001-05-18,
catalogos_patente954,1441,2001-05-15,
catalogos_patente955,1442,2001-05-11,
catalogos_patente956,1443,2001-05-07,
catalogos_patente957,1444,2001-05-18,
catalogos_patente958,1445,2001-05-16,
catalogos_patente959,1446,2001-05-17,
catalogos_patente960,1447,2001-05-18,
catalogos_patente961,1448,2001-05-11,
catalogos_patente962,1449,2001-05-11,
catalogos_patente963,1450,2001-05-17,
catalogos_patente964,1451,2001-05-21,
catalogos_patente965,1452,2001-05-21,
catalogos_patente966,1453,2001-05-21,
catalogos_patente967,1454,2001-05-21,
catalogos_patente968,1455,2001-05-21,
catalogos_patente969,1456,2001-05-22,
catalogos_patente970,1457,2001-05-21,
catalogos_patente971,1458,2001-05-22,
catalogos_patente972,1459,2001-05-18,
catalogos_patente973,1460,2001-05-07,
catalogos_patente974,1461,2001-05-21,
catalogos_patente975,1462,2001-05-23,
catalogos_patente976,1463,2001-05-17,
catalogos_patente977,1464,2001-05-21,
catalogos_patente978,1465,2001-05-21,
catalogos_patente979,1466,2001-05-17,
catalogos_patente980,1467,2001-05-18,
catalogos_patente981,1468,2001-05-18,
catalogos_patente982,1469,2001-05-21,
catalogos_patente983,1470,2001-05-14,
catalogos_patente984,1471,2001-05-21,
catalogos_patente985,1472,2001-05-14,
catalogos_patente986,1473,2001-05-17,
catalogos_patente987,1474,2001-05-18,
catalogos_patente988,1475,2001-05-17,
catalogos_patente989,1476,2001-05-18,
catalogos_patente990,1477,2001-05-11,
catalogos_patente991,1478,2001-05-16,
catalogos_patente992,1479,2001-05-21,
catalogos_patente993,1480,2001-05-21,
catalogos_patente994,1481,2001-05-21,
catalogos_patente995,1482,2001-05-18,
catalogos_patente996,1483,2001-05-11,
catalogos_patente997,1484,2001-05-14,
catalogos_patente998,1485,2001-05-14,
catalogos_patente999,1486,2001-05-18,
catalogos_patente1000,1487,2001-05-16,
catalogos_patente1001,1488,2001-05-16,
catalogos_patente1002,1489,2001-05-16,
catalogos_patente1003,1490,2001-05-17,
catalogos_patente1004,1491,2001-05-18,
catalogos_patente1005,1492,2001-05-21,
catalogos_patente1006,1493,2001-05-15,
catalogos_patente1007,1494,2001-05-18,
catalogos_patente1008,1495,2001-05-21,
catalogos_patente1009,1496,2001-05-15,
catalogos_patente1010,1497,2001-05-11,
catalogos_patente1011,1498,2001-05-22,
catalogos_patente1012,1499,2001-05-17,
catalogos_patente1013,1500,2001-05-22,
catalogos_patente1014,1501,2001-05-18,
catalogos_patente1015,1502,2001-05-15,
catalogos_patente1016,1503,2001-05-14,
catalogos_patente1017,1504,2001-05-17,
catalogos_patente1018,1505,2001-05-11,
catalogos_patente1019,1506,2001-05-18,
catalogos_patente1020,1507,2001-05-16,
catalogos_patente1021,1508,2001-05-21,
catalogos_patente1022,1509,2001-05-11,
catalogos_patente1023,1510,2001-05-17,
catalogos_patente1024,1511,2001-05-14,
catalogos_patente1025,1512,2001-05-15,
catalogos_patente1026,1513,2001-05-14,
catalogos_patente1027,1514,2001-05-18,
catalogos_patente1028,1515,2001-05-18,
catalogos_patente1029,1516,2001-05-14,
catalogos_patente1030,1517,2001-05-16,
catalogos_patente1031,1518,2001-05-18,
catalogos_patente1032,1519,2001-05-18,
catalogos_patente1033,1520,2001-05-11,
catalogos_patente1034,1521,2001-05-24,
catalogos_patente1035,1522,2001-05-18,
catalogos_patente1036,1523,2001-05-17,
catalogos_patente1037,1524,2001-05-15,
catalogos_patente1038,1525,2003-08-22,
catalogos_patente1039,1526,2006-10-13,
catalogos_patente1040,1527,2005-07-08,
catalogos_patente1041,1528,2005-07-08,
catalogos_patente1042,1529,2005-07-08,
catalogos_patente1043,1530,2005-07-18,
catalogos_patente1044,1531,2006-06-22,
catalogos_patente1045,1532,2006-06-22,
catalogos_patente1046,1533,2006-07-13,
catalogos_patente1047,1534,2006-07-13,
catalogos_patente1048,1535,2006-07-13,
catalogos_patente1049,1536,2006-07-13,
catalogos_patente1050,1537,2006-07-13,
catalogos_patente1051,1538,2006-07-13,
catalogos_patente1052,1539,2006-07-13,
catalogos_patente1053,1540,2006-07-13,
catalogos_patente1054,1541,2006-07-13,
catalogos_patente1055,1542,2006-07-13,
catalogos_patente1056,1543,2006-09-26,
catalogos_patente1057,1544,2006-10-23,
catalogos_patente1058,1545,2006-11-27,
catalogos_patente1059,1546,2006-11-27,
catalogos_patente1060,1547,2006-11-30,
catalogos_patente1061,1548,2006-11-30,
catalogos_patente1062,1549,2006-11-30,
catalogos_patente1063,1550,2007-02-12,
catalogos_patente1064,1551,2007-02-27,
catalogos_patente1065,1552,2007-04-10,
catalogos_patente1066,1553,2007-05-04,
catalogos_patente1067,1554,2007-04-27,
catalogos_patente1068,1555,2007-05-11,
catalogos_patente1069,1556,2007-06-14,
catalogos_patente1070,1557,2007-06-28,
catalogos_patente1071,1558,2007-06-28,
catalogos_patente1072,1559,2007-06-28,
catalogos_patente1073,1560,2007-08-16,
catalogos_patente1074,1561,2007-08-16,
catalogos_patente1075,1562,2007-10-02,
catalogos_patente1076,1563,2007-10-30,
catalogos_patente1077,1564,2008-04-29,
catalogos_patente1078,1565,2007-12-06,
catalogos_patente1079,1566,2008-01-28,
catalogos_patente1080,1567,2008-02-22,
catalogos_patente1081,1568,2008-04-10,
catalogos_patente1082,1569,2008-05-09,
catalogos_patente1083,1570,2008-04-24,
catalogos_patente1084,1571,2008-04-24,
catalogos_patente1085,1572,2008-06-05,
catalogos_patente1086,1573,2008-07-16,
catalogos_patente1087,1574,2008-08-08,
catalogos_patente1088,1575,2008-08-12,
catalogos_patente1089,1576,2008-10-10,
catalogos_patente1090,1577,2008-10-10,
catalogos_patente1091,1578,2008-10-10,
catalogos_patente1092,1579,2008-10-31,
catalogos_patente1093,1580,2009-02-25,
catalogos_patente1094,1581,2009-04-13,
catalogos_patente1095,1582,2009-04-13,
catalogos_patente1096,1583,2009-04-13,
catalogos_patente1097,1584,2009-04-14,
catalogos_patente1098,1585,2009-06-10,
catalogos_patente1099,1586,2009-06-15,
catalogos_patente1100,1587,2009-07-14,
catalogos_patente1101,1588,2009-08-26,
catalogos_patente1102,1589,2009-09-18,
catalogos_patente1103,1590,2010-02-05,
catalogos_patente1104,1591,2010-02-05,
catalogos_patente1105,1592,2010-04-12,
catalogos_patente1106,1593,2010-04-12,
catalogos_patente1107,1594,2010-04-12,
catalogos_patente1108,1595,2010-04-13,
catalogos_patente1109,1596,2010-08-24,
catalogos_patente1110,1597,2010-08-24,
catalogos_patente1111,1598,2010-09-20,
catalogos_patente1112,1599,2010-09-20,
catalogos_patente1113,1600,2010-09-20,
catalogos_patente1114,1601,2010-09-30,
catalogos_patente1115,1602,2010-09-30,
catalogos_patente1116,1603,2010-09-30,
catalogos_patente1117,1604,2010-11-04,
catalogos_patente1118,1605,2010-11-04,
catalogos_patente1119,1606,2010-11-25,
catalogos_patente1120,1607,2011-01-07,
catalogos_patente1121,1608,2011-01-07,
catalogos_patente1122,1609,2011-02-18,
catalogos_patente1123,1610,2011-02-18,
catalogos_patente1124,1611,2011-03-29,
catalogos_patente1125,1612,2011-04-20,
catalogos_patente1126,1613,2011-06-14,
catalogos_patente1127,1614,2011-08-11,
catalogos_patente1128,1615,2011-08-11,
catalogos_patente1129,1616,2011-08-11,
catalogos_patente1130,1617,2011-10-03,
catalogos_patente1131,1618,2011-10-03,
catalogos_patente1132,1619,2011-10-03,
catalogos_patente1133,1620,2011-10-18,
catalogos_patente1134,1621,2011-10-25,
catalogos_patente1135,1622,2011-10-25,
catalogos_patente1136,1623,2012-02-17,
catalogos_patente1137,1624,2012-02-17,
catalogos_patente1138,1625,2012-03-13,
catalogos_patente1139,1626,2012-03-13,
catalogos_patente1140,1627,2012-03-23,
catalogos_patente1141,1628,2012-05-17,
catalogos_patente1142,1629,2012-05-23,
catalogos_patente1143,1630,2012-06-06,
catalogos_patente1144,1631,2012-06-05,
catalogos_patente1145,1632,2012-07-31,
catalogos_patente1146,1633,2012-08-28,
catalogos_patente1147,1634,2012-08-28,
catalogos_patente1148,1635,2012-10-08,
catalogos_patente1149,1636,2012-10-23,
catalogos_patente1150,1637,2012-10-22,
catalogos_patente1151,1638,2012-10-23,
catalogos_patente1152,1639,2012-10-31,
catalogos_patente1153,1640,2012-12-11,
catalogos_patente1154,1641,2012-12-03,
catalogos_patente1155,1642,2012-12-11,
catalogos_patente1156,1643,2012-12-19,
catalogos_patente1157,1644,2013-01-30,
catalogos_patente1158,1645,2013-02-21,
catalogos_patente1159,1646,2013-02-19,
catalogos_patente1160,1647,2013-03-12,
catalogos_patente1161,1648,2013-04-24,
catalogos_patente1162,1649,2013-04-12,
catalogos_patente1163,1650,2013-05-22,
catalogos_patente1164,1651,2013-05-23,
catalogos_patente1165,1652,2013-06-05,
catalogos_patente1166,1653,2013-06-06,
catalogos_patente1167,1654,2013-06-17,
catalogos_patente1168,1655,2013-06-17,
catalogos_patente1169,1656,2013-06-17,
catalogos_patente1170,1657,2013-08-12,
catalogos_patente1171,1658,2013-10-16,
catalogos_patente1172,1659,2013-10-16,
catalogos_patente1173,1660,2013-11-27,
catalogos_patente1174,1661,2014-02-24,
catalogos_patente1175,1662,2014-02-24,
catalogos_patente1176,1663,2014-02-24,
catalogos_patente1177,1664,2014-02-24,
catalogos_patente1178,1665,2014-02-24,
catalogos_patente1179,1666,2014-03-18,
catalogos_patente1180,1667,2014-03-18,
catalogos_patente1181,1668,2014-03-18,
catalogos_patente1182,1669,2014-03-18,
catalogos_patente1183,1670,2014-03-18,
catalogos_patente1184,1671,2014-05-14,
catalogos_patente1185,1672,2014-05-14,
catalogos_patente1186,1673,2014-06-04,
catalogos_patente1187,1674,2014-05-14,
catalogos_patente1188,1675,2014-05-14,
catalogos_patente1189,1676,2014-08-07,
catalogos_patente1190,1677,2014-08-07,
catalogos_patente1191,1678,2014-08-07,
catalogos_patente1192,1679,2014-08-07,
catalogos_patente1193,1680,2014-07-30,
catalogos_patente1194,1681,2014-09-02,
catalogos_patente1195,1682,2014-11-28,
catalogos_patente1196,1683,2014-09-25,
catalogos_patente1197,1684,2014-09-25,
catalogos_patente1198,1685,2014-11-05,
catalogos_patente1199,1686,2014-11-05,
catalogos_patente1200,1687,2014-11-05,
catalogos_patente1201,1688,2014-11-28,
catalogos_patente1202,1689,2014-11-28,
catalogos_patente1203,1690,2014-11-28,
catalogos_patente1204,1691,2014-11-28,
catalogos_patente1205,1692,2014-11-26,
catalogos_patente1206,1693,2015-03-13,
catalogos_patente1207,1694,2015-03-13,
catalogos_patente1208,1695,2015-04-06,
catalogos_patente1209,1696,2015-03-13,
catalogos_patente1210,1697,2015-04-06,
catalogos_patente1211,1698,2015-04-06,
catalogos_patente1212,1699,2015-05-14,
catalogos_patente1213,1700,2015-05-14,
catalogos_patente1214,1701,2015-06-16,
catalogos_patente1215,1702,2015-06-24,
catalogos_patente1216,1703,2015-06-24,
catalogos_patente1217,1704,2015-07-15,
catalogos_patente1218,1705,2015-07-15,
catalogos_patente1219,1706,2015-07-20,
catalogos_patente1220,1707,2015-10-05,
catalogos_patente1221,1708,2015-09-21,
catalogos_patente1222,1709,2015-11-20,
catalogos_patente1223,1710,2015-10-30,
catalogos_patente1224,1711,2015-11-20,
catalogos_patente1225,1712,2015-11-20,
catalogos_patente1226,1713,2015-11-24,
catalogos_patente1227,1714,2015-11-24,
catalogos_patente1228,1715,2015-12-16,
catalogos_patente1229,1716,2015-12-16,
catalogos_patente1230,1717,2015-12-18,
catalogos_patente1231,1730,2016-05-11,
catalogos_patente1232,1731,2016-11-28,
catalogos_patente1233,1733,2016-09-13,
catalogos_patente1234,1734,2016-09-13,
catalogos_patente1235,1735,2016-09-08,
catalogos_patente1236,1739,2016-11-28,
catalogos_patente1237,1740,2016-12-06,
catalogos_patente1238,1741,2016-11-28,
catalogos_patente1239,1742,2016-10-06,
catalogos_patente1240,1743,2017-02-07,
catalogos_patente1241,1744,2016-12-06,
catalogos_patente1242,1746,2017-02-17,
catalogos_patente1243,1747,2017-02-17,
catalogos_patente1244,1748,2017-03-17,
catalogos_patente1245,1749,2017-04-20,
catalogos_patente1246,1750,2017-03-29,
catalogos_patente1247,1751,2017-04-20,
catalogos_patente1248,1752,2017-04-20,
catalogos_patente1249,3001,2001-05-16,
catalogos_patente1250,3002,2002-07-02,
catalogos_patente1251,3003,2001-05-21,
catalogos_patente1252,3005,2001-05-22,
catalogos_patente1253,3006,2001-05-21,
catalogos_patente1254,3007,2001-05-22,
catalogos_patente1255,3008,2001-05-14,
catalogos_patente1256,3009,2001-05-21,
catalogos_patente1257,3010,2001-05-17,
catalogos_patente1258,3011,2001-05-15,
catalogos_patente1259,3012,2001-05-18,
catalogos_patente1260,3013,2001-05-17,
catalogos_patente1261,3014,2001-05-14,
catalogos_patente1262,3015,2001-05-14,
catalogos_patente1263,3016,2001-05-21,
catalogos_patente1264,3017,2001-05-14,
catalogos_patente1265,3018,2001-05-08,
catalogos_patente1266,3019,2001-05-21,
catalogos_patente1267,3020,2001-05-18,
catalogos_patente1268,3021,2001-05-23,
catalogos_patente1269,3022,2001-05-22,
catalogos_patente1270,3023,2001-05-18,
catalogos_patente1271,3024,2001-05-16,
catalogos_patente1272,3025,2001-05-15,
catalogos_patente1273,3026,2001-05-17,
catalogos_patente1274,3027,2001-05-14,
catalogos_patente1275,3028,2002-06-11,
catalogos_patente1276,3029,2001-05-18,
catalogos_patente1277,3030,2001-05-14,
catalogos_patente1278,3031,2001-05-11,
catalogos_patente1279,3032,2001-05-21,
catalogos_patente1280,3033,2001-05-07,
catalogos_patente1281,3034,2001-05-16,
catalogos_patente1282,3035,2001-05-18,
catalogos_patente1283,3036,2001-05-15,
catalogos_patente1284,3037,2001-05-17,
catalogos_patente1285,3038,2001-05-17,
catalogos_patente1286,3039,2001-07-31,
catalogos_patente1287,3040,2001-08-23,
catalogos_patente1288,3041,2001-05-21,
catalogos_patente1289,3042,2001-05-11,
catalogos_patente1290,3043,2001-09-03,
catalogos_patente1291,3044,2001-05-11,
catalogos_patente1292,3046,2001-05-21,
catalogos_patente1293,3047,2001-05-17,
catalogos_patente1294,3048,2001-05-14,
catalogos_patente1295,3049,2001-05-17,
catalogos_patente1296,3050,2001-05-23,
catalogos_patente1297,3051,2001-05-16,
catalogos_patente1298,3052,2001-05-21,
catalogos_patente1299,3053,2001-06-21,
catalogos_patente1300,3055,2001-05-18,
catalogos_patente1301,3057,2001-05-21,
catalogos_patente1302,3060,2001-05-21,
catalogos_patente1303,3061,2001-05-21,
catalogos_patente1304,3062,2001-05-17,
catalogos_patente1305,3063,2001-05-16,
catalogos_patente1306,3064,2001-05-18,
catalogos_patente1307,3065,2001-05-21,
catalogos_patente1308,3066,2001-05-16,
catalogos_patente1309,3067,2001-05-16,
catalogos_patente1310,3068,2001-05-17,
catalogos_patente1311,3069,2001-06-08,
catalogos_patente1312,3070,2001-05-21,
catalogos_patente1313,3071,2001-05-15,
catalogos_patente1314,3072,2001-05-16,
catalogos_patente1315,3073,2001-05-23,
catalogos_patente1316,3074,2001-05-15,
catalogos_patente1317,3075,2001-05-15,
catalogos_patente1318,3076,2001-05-14,
catalogos_patente1319,3077,2001-05-21,
catalogos_patente1320,3078,2001-05-21,
catalogos_patente1321,3079,2001-05-11,
catalogos_patente1322,3080,2001-05-08,
catalogos_patente1323,3081,2001-05-18,
catalogos_patente1324,3082,2001-05-15,
catalogos_patente1325,3083,2001-05-21,
catalogos_patente1326,3084,2001-05-17,
catalogos_patente1327,3085,2001-05-22,
catalogos_patente1328,3086,2001-05-16,
catalogos_patente1329,3087,2001-05-17,
catalogos_patente1330,3088,2001-05-14,
catalogos_patente1331,3089,2001-05-14,
catalogos_patente1332,3090,2001-05-15,
catalogos_patente1333,3091,2001-05-14,
catalogos_patente1334,3092,2001-05-23,
catalogos_patente1335,3093,2002-09-10,
catalogos_patente1336,3094,2001-05-16,
catalogos_patente1337,3095,2001-05-21,
catalogos_patente1338,3096,2001-05-22,
catalogos_patente1339,3097,2001-05-21,
catalogos_patente1340,3098,2001-05-21,
catalogos_patente1341,3099,2001-05-22,
catalogos_patente1342,3100,2001-05-21,
catalogos_patente1343,3101,2001-05-21,
catalogos_patente1344,3102,2001-06-12,
catalogos_patente1345,3103,2001-05-11,
catalogos_patente1346,3104,2001-05-21,
catalogos_patente1347,3105,2001-05-21,
catalogos_patente1348,3106,2001-05-21,
catalogos_patente1349,3107,2001-05-21,
catalogos_patente1350,3108,2001-05-21,
catalogos_patente1351,3109,2001-05-14,
catalogos_patente1352,3110,2001-05-21,
catalogos_patente1353,3111,2001-05-15,
catalogos_patente1354,3112,2001-05-14,
catalogos_patente1355,3114,2001-05-17,
catalogos_patente1356,3115,2001-05-18,
catalogos_patente1357,3116,2001-05-11,
catalogos_patente1358,3117,2001-05-14,
catalogos_patente1359,3118,2001-05-14,
catalogos_patente1360,3119,2001-05-21,
catalogos_patente1361,3120,2001-05-18,
catalogos_patente1362,3121,2001-05-21,
catalogos_patente1363,3122,2001-05-07,
catalogos_patente1364,3123,2001-05-17,
catalogos_patente1365,3124,2001-09-03,
catalogos_patente1366,3125,2001-05-17,
catalogos_patente1367,3126,2001-05-17,
catalogos_patente1368,3127,2001-05-14,
catalogos_patente1369,3128,2001-05-17,
catalogos_patente1370,3129,2001-05-22,
catalogos_patente1371,3130,2001-05-21,
catalogos_patente1372,3131,2001-05-21,
catalogos_patente1373,3132,2001-05-22,
catalogos_patente1374,3133,2001-05-16,
catalogos_patente1375,3134,2001-05-22,
catalogos_patente1376,3135,2001-05-17,
catalogos_patente1377,3136,2002-12-09,
catalogos_patente1378,3137,2001-05-22,
catalogos_patente1379,3138,2001-05-18,
catalogos_patente1380,3139,2001-05-22,
catalogos_patente1381,3140,2001-05-17,
catalogos_patente1382,3141,2001-05-21,
catalogos_patente1383,3142,2001-05-23,
catalogos_patente1384,3143,2001-05-21,
catalogos_patente1385,3144,2001-05-16,
catalogos_patente1386,3145,2001-05-16,
catalogos_patente1387,3146,2001-05-11,
catalogos_patente1388,3147,2001-05-21,
catalogos_patente1389,3148,2001-05-21,
catalogos_patente1390,3149,2001-05-21,
catalogos_patente1391,3151,2001-05-23,
catalogos_patente1392,3152,2001-05-21,
catalogos_patente1393,3153,2001-05-17,
catalogos_patente1394,3154,2001-05-11,
catalogos_patente1395,3155,2001-05-21,
catalogos_patente1396,3156,2001-05-14,
catalogos_patente1397,3157,2001-05-18,
catalogos_patente1398,3158,2001-05-15,
catalogos_patente1399,3159,2001-05-21,
